### postgres_jobs

                job_id                |  job_type   |   state   | claimed_by  | attempt_count | submitted_by |         submitted_at          
 8fc9eadc-5c51-4ad8-8d82-1a3fa9675c4e | demo_write  | succeeded | COE892-VM-3 |             0 | COE892-VM-1  | 2026-03-06 05:02:52.102556+00
 483c048e-59e6-4235-b29d-6e65e1f0b017 | demo_write  | succeeded | COE892-VM-2 |             0 | COE892-VM-1  | 2026-03-06 05:02:51.887623+00
 3a4b82e6-0e92-42d8-8f21-f232560b38f7 | demo_write  | succeeded | COE892-VM-1 |             0 | COE892-VM-1  | 2026-03-06 05:02:51.67461+00
 c06fb0a5-c1b6-4626-bb44-d324cb9640eb | demo_write  | succeeded | COE892-VM-3 |             0 | COE892-VM-1  | 2026-03-06 05:02:51.458059+00
 1a0ca647-bf76-4187-9e77-fcfee945825d | demo_write  | succeeded | COE892-VM-2 |             0 | COE892-VM-1  | 2026-03-06 05:02:51.243685+00
 e8740532-aaf9-4651-9c19-849069e454fd | demo_write  | succeeded | COE892-VM-1 |             0 | COE892-VM-1  | 2026-03-06 05:02:51.028822+00
 009cac50-5733-4d0a-84d0-cba8a786fba7 | demo_write  | succeeded | COE892-VM-3 |             0 | COE892-VM-1  | 2026-03-06 05:02:50.815675+00
 1c6d5ed1-499c-4941-a8b4-fb956fe53ec6 | demo_write  | succeeded | COE892-VM-2 |             0 | COE892-VM-1  | 2026-03-06 05:01:57.869328+00
 bc1eb0df-7a9c-4d56-a59d-688285df9d28 | demo_write  | succeeded | COE892-VM-1 |             0 | COE892-VM-1  | 2026-03-06 05:01:57.650517+00
 265729ef-dea6-41ca-b018-8a17f6b912d1 | demo_write  | succeeded | COE892-VM-3 |             0 | COE892-VM-1  | 2026-03-06 05:01:57.436838+00
 252081a3-fe2b-4c52-b06a-97097be0f30e | demo_write  | succeeded | COE892-VM-2 |             0 | COE892-VM-1  | 2026-03-06 05:01:57.221716+00
 78bf1834-6243-45c8-ac13-10ac9e9e577b | demo_write  | succeeded | COE892-VM-1 |             0 | COE892-VM-1  | 2026-03-06 05:01:57.007692+00
 d88eca2d-14fa-4033-a089-afc42672e6d1 | demo_write  | succeeded | COE892-VM-3 |             0 | COE892-VM-1  | 2026-03-06 05:01:56.793028+00
 f66aa6e1-396c-4fe4-b440-9792bf42ef7c | demo_write  | succeeded | COE892-VM-2 |             0 | COE892-VM-1  | 2026-03-06 05:01:56.578656+00
 c087e4c9-31cb-46df-ac48-ad23a8d176b5 | demo_write  | succeeded | COE892-VM-1 |             0 | COE892-VM-1  | 2026-03-06 05:01:56.36391+00
 eee0cd5f-5dfc-4b94-aa58-d550f61f5e19 | demo_write  | succeeded | COE892-VM-3 |             0 | COE892-VM-1  | 2026-03-06 05:01:56.150678+00
 f893d9ae-47d9-41f4-ba1e-ae7318ff17a7 | demo_write  | succeeded | COE892-VM-2 |             0 | COE892-VM-1  | 2026-03-06 05:01:55.935131+00
 8868ab54-3fbf-46b4-af93-9175ac71fe0f | demo_write  | succeeded | COE892-VM-1 |             0 | COE892-VM-1  | 2026-03-06 05:01:55.717867+00
 0b39dd55-5333-40b0-9c8a-543007294b67 | demo_write  | succeeded | COE892-VM-3 |             0 | COE892-VM-1  | 2026-03-06 05:01:55.503116+00
 8561a620-87e4-4eec-891d-07fbec48432b | demo_write  | succeeded | COE892-VM-2 |             0 | COE892-VM-1  | 2026-03-06 05:01:55.286587+00
 5e1d3626-b253-46dd-9444-8c228863b7f3 | demo_write  | succeeded | COE892-VM-1 |             0 | COE892-VM-1  | 2026-03-06 05:01:55.073164+00
 c98cc498-9180-4cd6-9a3c-eb7490745878 | demo_write  | succeeded | COE892-VM-3 |             0 | COE892-VM-1  | 2026-03-06 05:01:54.85986+00
 608ffa33-d247-4ace-a3a6-f18bb9796bff | demo_write  | succeeded | COE892-VM-2 |             0 | COE892-VM-1  | 2026-03-06 05:01:54.646722+00
 c8c34ad3-ea9a-457e-a7ad-430c3a5f1bc2 | demo_write  | succeeded | COE892-VM-1 |             0 | COE892-VM-1  | 2026-03-06 05:01:54.432549+00
 a1888c15-368c-460e-b00d-6d005ffadeb1 | demo_write  | succeeded | COE892-VM-3 |             0 | COE892-VM-1  | 2026-03-06 05:01:54.219654+00
 cf21220f-1629-4675-a6b8-750da60a953f | demo_write  | succeeded | COE892-VM-2 |             0 | COE892-VM-1  | 2026-03-06 05:01:54.005449+00
 ec47cf1a-9ad2-486f-bf07-3c97a40c764d | demo_write  | succeeded | COE892-VM-1 |             0 | COE892-VM-1  | 2026-03-06 05:01:53.792822+00
 7e7e74f7-b070-48f2-8fbd-4cb1a9683a2e | demo_write  | succeeded | COE892-VM-3 |             0 | COE892-VM-1  | 2026-03-06 04:57:34.995023+00
 67e99b08-bf85-4baf-a855-f9aeba65b4b8 | sleep       | succeeded | COE892-VM-2 |             0 | COE892-VM-1  | 2026-03-06 04:57:34.983535+00
 3abd138c-cdb3-4915-957b-796483976fa0 | demo_write  | succeeded | COE892-VM-1 |             0 | COE892-VM-1  | 2026-03-06 04:57:34.970183+00
(49 rows)

